s,E,N,kappa_c,nx,ny
1907.6418829427769,546211.0497476435,2819175.7928442457,0.0009546962913707045,0.8629940997410668,0.5052139980365801
1912.683850664944,546213.3394573862,2819171.300777037,-0.01681356131650524,0.8909383767609363,0.45412422178803424
1918.221201239241,546215.9038249669,2819166.393000525,-0.020547902405848622,0.9057936721094586,0.4237190384753353
1924.2581803413234,546218.1150826821,2819160.7755762045,-0.03450731680936243,0.9359510146395172,0.3521302290279241
1930.7311813310475,546221.7068041766,2819155.3904783856,-0.04676476360823972,0.4891076510416507,0.872223426475418
1930.8832642819257,546221.8392457765,2819155.3157224725,-0.04661960944161427,0.5106287500858715,0.8598013023866273
1934.4898055237413,546223.4042102281,2819152.066410854,-0.05425629187833816,0.9436104901755102,0.331057763586256
1940.19089941113,546226.384951365,2819147.2066110857,-0.049742686770456415,0.880199483533364,0.4746039076826057
1945.2720221988395,546228.2021114022,2819142.4615359353,-0.04803522728337325,0.9185338223714797,0.3953424049601042
1951.7555239471221,546231.1489905212,2819136.686443003,-0.038785073901797515,0.9441614819206197,0.32948307400754195
